Threads: [{'140352945166080': 0, '140352953558784': 1}]
['STORE', '0x7fa6700031f8', -1, 1, '237']
['STORE', '0x7fa668003018', -1, 1, '237']
['STORE', '0x7fa668002fb8', -1, 1, '237']
['STORE', '0x7fa670003198', -1, 1, '237']
['STORE', '0x7fa668002f58', -1, 1, '237']
['STORE', '0x7fa670003138', -1, 1, '237']
['STORE', '0x7fa668002ef8', -1, 1, '237']
['STORE', '0x7fa668002e98', -1, 1, '237']
['STORE', '0x7fa6700030d8', -1, 1, '237']
['STORE', '0x7fa670003078', -1, 1, '237']
['STORE', '0x7fa668002e38', -1, 1, '237']
['STORE', '0x7fa670003018', -1, 1, '237']
['STORE', '0x7fa670002fb8', -1, 1, '237']
['STORE', '0x7fa668002dd8', -1, 1, '237']
['STORE', '0x7fa670002f58', -1, 1, '237']
['STORE', '0x7fa668002d78', -1, 1, '237']
['STORE', '0x7fa670002ef8', -1, 1, '237']
['STORE', '0x7fa668002d18', -1, 1, '237']
['STORE', '0x7fa670002e98', -1, 1, '237']
['STORE', '0x7fa668002cb8', -1, 1, '237']
['STORE', '0x7fa668002c58', -1, 1, '237']
['STORE', '0x7fa670002e38', -1, 1, '237']
['STORE', '0x7fa668002bf8', -1, 1, '237']
['STORE', '0x7fa670002dd8', -1, 1, '237']
['STORE', '0x7fa668002b98', -1, 1, '237']
['STORE', '0x7fa670002d78', -1, 1, '237']
['STORE', '0x7fa668002b38', -1, 1, '237']
['STORE', '0x7fa670002d18', -1, 1, '237']
['STORE', '0x7fa668002ad8', -1, 1, '237']
['STORE', '0x7fa670002cb8', -1, 1, '237']
['STORE', '0x7fa668002a78', -1, 1, '237']
['STORE', '0x7fa670002c58', -1, 1, '237']
['STORE', '0x7fa668002a18', -1, 1, '237']
['STORE', '0x7fa670002bf8', -1, 1, '237']
['STORE', '0x7fa6680029b8', -1, 1, '237']
['STORE', '0x7fa670002b98', -1, 1, '237']
['STORE', '0x7fa668002958', -1, 1, '237']
['STORE', '0x7fa670002b38', -1, 1, '237']
['STORE', '0x7fa6680028f8', -1, 1, '237']
['STORE', '0x7fa670002ad8', -1, 1, '237']
['STORE', '0x7fa670002a78', -1, 1, '237']
['STORE', '0x7fa668002898', -1, 1, '237']
['STORE', '0x7fa670002a18', -1, 1, '237']
['STORE', '0x7fa6700029b8', -1, 1, '237']
['STORE', '0x7fa668002838', -1, 1, '237']
['STORE', '0x7fa670002958', -1, 1, '237']
['STORE', '0x7fa6680027d8', -1, 1, '237']
['STORE', '0x7fa6700028f8', -1, 1, '237']
['STORE', '0x7fa670002898', -1, 1, '237']
['STORE', '0x7fa670002838', -1, 1, '237']
['STORE', '0x7fa6700027d8', -1, 1, '237']
['STORE', '0x7fa670002778', -1, 1, '237']
['STORE', '0x7fa670002718', -1, 1, '237']
['STORE', '0x7fa6700026b8', -1, 1, '237']
['STORE', '0x7fa670002658', -1, 1, '237']
['STORE', '0x7fa6700025f8', -1, 1, '237']
['STORE', '0x7fa670002598', -1, 1, '237']
['STORE', '0x7fa670002538', -1, 1, '237']
['STORE', '0x7fa6700024d8', -1, 1, '237']
['STORE', '0x7fa670002478', -1, 1, '237']
['STORE', '0x7fa670002418', -1, 1, '237']
['STORE', '0x7fa6700023b8', -1, 1, '237']
['STORE', '0x7fa670002358', -1, 1, '237']
['STORE', '0x7fa6700022f8', -1, 1, '237']
['STORE', '0x7fa668002778', -1, 1, '237']
['STORE', '0x7fa668002718', -1, 1, '237']
['STORE', '0x7fa6680026b8', -1, 1, '237']
['STORE', '0x7fa670002298', -1, 1, '237']
['STORE', '0x7fa668002658', -1, 1, '237']
['STORE', '0x7fa670002238', -1, 1, '237']
['STORE', '0x7fa6680025f8', -1, 1, '237']
['STORE', '0x7fa668002598', -1, 1, '237']
['STORE', '0x7fa6700021d8', -1, 1, '237']
['STORE', '0x7fa668002538', -1, 1, '237']
['STORE', '0x7fa6680024d8', -1, 1, '237']
['STORE', '0x7fa670002178', -1, 1, '237']
['STORE', '0x7fa670002118', -1, 1, '237']
['STORE', '0x7fa668002478', -1, 1, '237']
['STORE', '0x7fa6700020b8', -1, 1, '237']
['STORE', '0x7fa668002418', -1, 1, '237']
['STORE', '0x7fa670002058', -1, 1, '237']
['STORE', '0x7fa6680023b8', -1, 1, '237']
['STORE', '0x7fa670001ff8', -1, 1, '237']
['STORE', '0x7fa668002358', -1, 1, '237']
['STORE', '0x7fa670001f98', -1, 1, '237']
['STORE', '0x7fa6680022f8', -1, 1, '237']
['STORE', '0x7fa670001f38', -1, 1, '237']
['STORE', '0x7fa668002298', -1, 1, '237']
['STORE', '0x7fa670001ed8', -1, 1, '237']
['STORE', '0x7fa668002238', -1, 1, '237']
['STORE', '0x7fa670001e78', -1, 1, '237']
['STORE', '0x7fa670001e18', -1, 1, '237']
['STORE', '0x7fa6680021d8', -1, 1, '237']
['STORE', '0x7fa670001db8', -1, 1, '237']
['STORE', '0x7fa668002178', -1, 1, '237']
['STORE', '0x7fa668002118', -1, 1, '237']
['STORE', '0x7fa670001d58', -1, 1, '237']
['STORE', '0x7fa6680020b8', -1, 1, '237']
['STORE', '0x7fa670001cf8', -1, 1, '237']
['STORE', '0x7fa670001c98', -1, 1, '237']
['STORE', '0x7fa670001c38', -1, 1, '237']
['STORE', '0x7fa668002058', -1, 1, '237']
['STORE', '0x7fa670001bd8', -1, 1, '237']
['STORE', '0x7fa668001ff8', -1, 1, '237']
['STORE', '0x7fa668001f98', -1, 1, '237']
['STORE', '0x7fa670001b78', -1, 1, '237']
['STORE', '0x7fa670001708', -1, 1, '237']
['STORE', '0x7fa668001ed8', -1, 1, '237']
['STORE', '0x7fa668004090', -1, 0, '107']
['STORE', '0x7fa668004098', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa6680040f0', -1, 0, '107']
['STORE', '0x7fa6680040f8', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa668004150', -1, 0, '107']
['STORE', '0x7fa668004158', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa6680041b0', -1, 0, '107']
['STORE', '0x7fa6680041b8', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa668004210', -1, 0, '107']
['STORE', '0x7fa668004218', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa668004270', -1, 0, '107']
['STORE', '0x7fa668004278', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa6680042d0', -1, 0, '107']
['STORE', '0x7fa6680042d8', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa668004330', -1, 0, '107']
['STORE', '0x7fa668004338', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa668004390', -1, 0, '107']
['STORE', '0x7fa668004398', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa6680043f0', -1, 0, '107']
['STORE', '0x7fa6680043f8', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa668004450', -1, 0, '107']
['STORE', '0x7fa668004458', '0x7fa668001ed0', 0, '108']
['STORE', '0x7fa6680044b0', '0x7fa668003fd0', 0, '276']
['STORE', '0x7fa6680044b8', '0x7fa6700072d0', 0, '277']
['STORE', '0x7fa668004458', '0x7fa6700072d8', 0, '278']
['STORE', '0x7fa668004458', -1, 0, '237']
['STORE', '0x7fa6680044b8', -1, 0, '237']
['STORE', '0x7fa6680043f8', -1, 0, '237']
['STORE', '0x7fa668004398', -1, 0, '237']
['STORE', '0x7fa668004338', -1, 0, '237']
['STORE', '0x7fa6680042d8', -1, 0, '237']
['STORE', '0x7fa668004278', -1, 0, '237']
['STORE', '0x7fa668004218', -1, 0, '237']
['STORE', '0x7fa6680041b8', -1, 0, '237']
['STORE', '0x7fa668004158', -1, 0, '237']
['STORE', '0x7fa6680040f8', -1, 0, '237']
['STORE', '0x7fa668004098', -1, 0, '237']
['STORE', '0x7fa668001ed8', -1, 0, '237']
['STORE', '0x7fa670001708', -1, 0, '237']
['STORE', '0x7fa670001b78', -1, 0, '237']
['STORE', '0x7fa668001f98', -1, 0, '237']
['STORE', '0x7fa668001ff8', -1, 0, '237']
['STORE', '0x7fa670001bd8', -1, 0, '237']
['STORE', '0x7fa668002058', -1, 0, '237']
['STORE', '0x7fa670001c38', -1, 0, '237']
['STORE', '0x7fa670001c98', -1, 0, '237']
['STORE', '0x7fa670001cf8', -1, 0, '237']
['STORE', '0x7fa6680020b8', -1, 0, '237']
['STORE', '0x7fa670001d58', -1, 0, '237']
['STORE', '0x7fa668002118', -1, 0, '237']
['STORE', '0x7fa668002178', -1, 0, '237']
['STORE', '0x7fa670001db8', -1, 0, '237']
['STORE', '0x7fa6680021d8', -1, 0, '237']
['STORE', '0x7fa670001e18', -1, 0, '237']
['STORE', '0x7fa670001e78', -1, 0, '237']
['STORE', '0x7fa668002238', -1, 0, '237']
['STORE', '0x7fa670001ed8', -1, 0, '237']
['STORE', '0x7fa668002298', -1, 0, '237']
['STORE', '0x7fa670001f38', -1, 0, '237']
['STORE', '0x7fa6680022f8', -1, 0, '237']
['STORE', '0x7fa670001f98', -1, 0, '237']
['STORE', '0x7fa668002358', -1, 0, '237']
['STORE', '0x7fa670001ff8', -1, 0, '237']
['STORE', '0x7fa6680023b8', -1, 0, '237']
['STORE', '0x7fa670002058', -1, 0, '237']
['STORE', '0x7fa668002418', -1, 0, '237']
['STORE', '0x7fa6700020b8', -1, 0, '237']
['STORE', '0x7fa668002478', -1, 0, '237']
['STORE', '0x7fa670002118', -1, 0, '237']
['STORE', '0x7fa670002178', -1, 0, '237']
['STORE', '0x7fa6680024d8', -1, 0, '237']
['STORE', '0x7fa668002538', -1, 0, '237']
['STORE', '0x7fa6700021d8', -1, 0, '237']
['STORE', '0x7fa668002598', -1, 0, '237']
['STORE', '0x7fa6680025f8', -1, 0, '237']
['STORE', '0x7fa670002238', -1, 0, '237']
['STORE', '0x7fa668002658', -1, 0, '237']
['STORE', '0x7fa670002298', -1, 0, '237']
['STORE', '0x7fa6680026b8', -1, 0, '237']
['STORE', '0x7fa668002718', -1, 0, '237']
['STORE', '0x7fa668002778', -1, 0, '237']
['STORE', '0x7fa6700022f8', -1, 0, '237']
['STORE', '0x7fa670002358', -1, 0, '237']
['STORE', '0x7fa6700023b8', -1, 0, '237']
['STORE', '0x7fa670002418', -1, 0, '237']
['STORE', '0x7fa670002478', -1, 0, '237']
['STORE', '0x7fa6700024d8', -1, 0, '237']
['STORE', '0x7fa670002538', -1, 0, '237']
['STORE', '0x7fa670002598', -1, 0, '237']
['STORE', '0x7fa6700025f8', -1, 0, '237']
['STORE', '0x7fa670002658', -1, 0, '237']
['STORE', '0x7fa6700026b8', -1, 0, '237']
['STORE', '0x7fa670002718', -1, 0, '237']
['STORE', '0x7fa670002778', -1, 0, '237']
['STORE', '0x7fa6700027d8', -1, 0, '237']
['STORE', '0x7fa670002838', -1, 0, '237']
['STORE', '0x7fa670002898', -1, 0, '237']
['STORE', '0x7fa6700028f8', -1, 0, '237']
['STORE', '0x7fa6680027d8', -1, 0, '237']
['STORE', '0x7fa670002958', -1, 0, '237']
['STORE', '0x7fa668002838', -1, 0, '237']
['STORE', '0x7fa6700029b8', -1, 0, '237']
['STORE', '0x7fa670002a18', -1, 0, '237']
['STORE', '0x7fa668002898', -1, 0, '237']
['STORE', '0x7fa670002a78', -1, 0, '237']
['STORE', '0x7fa670002ad8', -1, 0, '237']
['STORE', '0x7fa6680028f8', -1, 0, '237']
['STORE', '0x7fa670002b38', -1, 0, '237']
['STORE', '0x7fa668002958', -1, 0, '237']
['STORE', '0x7fa670002b98', -1, 0, '237']
['STORE', '0x7fa6680029b8', -1, 0, '237']
['STORE', '0x7fa670002bf8', -1, 0, '237']
['STORE', '0x7fa668002a18', -1, 0, '237']
['STORE', '0x7fa670002c58', -1, 0, '237']
['STORE', '0x7fa668002a78', -1, 0, '237']
['STORE', '0x7fa670002cb8', -1, 0, '237']
['STORE', '0x7fa668002ad8', -1, 0, '237']
['STORE', '0x7fa670002d18', -1, 0, '237']
['STORE', '0x7fa668002b38', -1, 0, '237']
['STORE', '0x7fa670002d78', -1, 0, '237']
['STORE', '0x7fa668002b98', -1, 0, '237']
['STORE', '0x7fa670002dd8', -1, 0, '237']
['STORE', '0x7fa668002bf8', -1, 0, '237']
['STORE', '0x7fa670002e38', -1, 0, '237']
['STORE', '0x7fa668002c58', -1, 0, '237']
['STORE', '0x7fa668002cb8', -1, 0, '237']
['STORE', '0x7fa670002e98', -1, 0, '237']
['STORE', '0x7fa668002d18', -1, 0, '237']
['STORE', '0x7fa670002ef8', -1, 0, '237']
['STORE', '0x7fa668002d78', -1, 0, '237']
['STORE', '0x7fa670002f58', -1, 0, '237']
['STORE', '0x7fa668002dd8', -1, 0, '237']
['STORE', '0x7fa670002fb8', -1, 0, '237']
['STORE', '0x7fa670003018', -1, 0, '237']
['STORE', '0x7fa668002e38', -1, 0, '237']
['STORE', '0x7fa670003078', -1, 0, '237']
['STORE', '0x7fa6700030d8', -1, 0, '237']
['STORE', '0x7fa668002e98', -1, 0, '237']
['STORE', '0x7fa668002ef8', -1, 0, '237']
['STORE', '0x7fa670003138', -1, 0, '237']
['STORE', '0x7fa668002f58', -1, 0, '237']
['STORE', '0x7fa670003198', -1, 0, '237']
['STORE', '0x7fa668002fb8', -1, 0, '237']
['STORE', '0x7fa668003018', -1, 0, '237']
['STORE', '0x7fa6700031f8', -1, 0, '237']
['STORE', '0x7fa668003078', -1, 0, '237']
['STORE', '0x7fa6680030d8', -1, 0, '237']
['STORE', '0x7fa670003258', -1, 0, '237']
['STORE', '0x7fa668003138', -1, 0, '237']
['STORE', '0x7fa6700032b8', -1, 0, '237']
['STORE', '0x7fa668003198', -1, 0, '237']
['STORE', '0x7fa6680031f8', -1, 0, '237']
['STORE', '0x7fa670003318', -1, 0, '237']
['STORE', '0x7fa668003258', -1, 0, '237']
['STORE', '0x7fa670003378', -1, 0, '237']
['STORE', '0x7fa6680032b8', -1, 0, '237']
['STORE', '0x7fa6700033d8', -1, 0, '237']
['STORE', '0x7fa670003438', -1, 0, '237']
['STORE', '0x7fa668003318', -1, 0, '237']
['STORE', '0x7fa668003378', -1, 0, '237']
['STORE', '0x7fa6680033d8', -1, 0, '237']
['STORE', '0x7fa668003438', -1, 0, '237']
['STORE', '0x7fa670003498', -1, 0, '237']
['STORE', '0x7fa6700034f8', -1, 0, '237']
['STORE', '0x7fa668003498', -1, 0, '237']
['STORE', '0x7fa670003558', -1, 0, '237']
['STORE', '0x7fa6700035b8', -1, 0, '237']
['STORE', '0x7fa6680034f8', -1, 0, '237']
['STORE', '0x7fa670003618', -1, 0, '237']
['STORE', '0x7fa668003558', -1, 0, '237']
['STORE', '0x7fa670003678', -1, 0, '237']
['STORE', '0x7fa6680035b8', -1, 0, '237']
['STORE', '0x7fa6700036d8', -1, 0, '237']
['STORE', '0x7fa670003738', -1, 0, '237']
['STORE', '0x7fa668003618', -1, 0, '237']
['STORE', '0x7fa668003678', -1, 0, '237']
['STORE', '0x7fa670003798', -1, 0, '237']
['STORE', '0x7fa6700037f8', -1, 0, '237']
['STORE', '0x7fa6680036d8', -1, 0, '237']
['STORE', '0x7fa670003858', -1, 0, '237']
['STORE', '0x7fa668003738', -1, 0, '237']
['STORE', '0x7fa6700038b8', -1, 0, '237']
['STORE', '0x7fa668003798', -1, 0, '237']
['STORE', '0x7fa670003918', -1, 0, '237']
['STORE', '0x7fa6680037f8', -1, 0, '237']
['STORE', '0x7fa670003978', -1, 0, '237']
['STORE', '0x7fa6700039d8', -1, 0, '237']
['STORE', '0x7fa668003858', -1, 0, '237']
['STORE', '0x7fa670003a38', -1, 0, '237']
['STORE', '0x7fa670003a98', -1, 0, '237']
['STORE', '0x7fa6680038b8', -1, 0, '237']
['STORE', '0x7fa670003af8', -1, 0, '237']
['STORE', '0x7fa668003918', -1, 0, '237']
['STORE', '0x7fa668003978', -1, 0, '237']
['STORE', '0x7fa670003b58', -1, 0, '237']
['STORE', '0x7fa670003bb8', -1, 0, '237']
['STORE', '0x7fa6680039d8', -1, 0, '237']
['STORE', '0x7fa670003c18', -1, 0, '237']
['STORE', '0x7fa668003a38', -1, 0, '237']
['STORE', '0x7fa670003c78', -1, 0, '237']
['STORE', '0x7fa670003cd8', -1, 0, '237']
['STORE', '0x7fa668003a98', -1, 0, '237']
['STORE', '0x7fa670003d38', -1, 0, '237']
['STORE', '0x7fa668003af8', -1, 0, '237']
['STORE', '0x7fa670003d98', -1, 0, '237']
['STORE', '0x7fa670003df8', -1, 0, '237']
['STORE', '0x7fa668003b58', -1, 0, '237']
['STORE', '0x7fa670003e58', -1, 0, '237']
['STORE', '0x7fa668003bb8', -1, 0, '237']
['STORE', '0x7fa668003c18', -1, 0, '237']
['STORE', '0x7fa670003eb8', -1, 0, '237']
['STORE', '0x7fa668003c78', -1, 0, '237']
['STORE', '0x7fa670003f18', -1, 0, '237']
['STORE', '0x7fa670003f78', -1, 0, '237']
['STORE', '0x7fa668003cd8', -1, 0, '237']
['STORE', '0x7fa670003fd8', -1, 0, '237']
['STORE', '0x7fa668003d38', -1, 0, '237']
['STORE', '0x7fa6700072d8', -1, 0, '237']
['STORE', '0x7fa670004038', -1, 0, '237']
['STORE', '0x7fa668003d98', -1, 0, '237']
['STORE', '0x7fa668003df8', -1, 0, '237']
['STORE', '0x7fa668003e58', -1, 0, '237']
['STORE', '0x7fa668003eb8', -1, 0, '237']
['STORE', '0x7fa668003f18', -1, 0, '237']
['STORE', '0x7fa668003f78', -1, 0, '237']
['STORE', '0x7fa668003fd8', -1, 0, '237']
['STORE', '0x7fa668004038', -1, 0, '237']
