Threads: [{'139751679087232': 0, '139751670679296': 1, '139751679072000': 2}]
['STORE', '0x7f1a6c000e64', '0xbab214', 2, 'pq_insert_101']
['STORE', '0x7f1a6c000d48', '0xbab218', 2, 'pq_insert_102']
['STORE', '0x7f1a6c000e68', '0xbac3d8', 2, 'pq_insert_101']
['STORE', '0x7f1a6c000fe4', '0xbab214', 2, 'pq_insert_101']
['STORE', '0x7f1a6c000e68', '0xbab218', 2, 'pq_insert_102']
['STORE', '0x7f1a6c000fe8', '0xbac3d8', 2, 'pq_insert_101']
['STORE', '0x7f1a740018c4', '0xbab214', 2, 'pq_insert_101']
['STORE', '0x7f1a6c000fe8', '0xbab218', 2, 'pq_insert_102']
['STORE', '0x7f1a740018c8', '0xbac3d8', 2, 'pq_insert_101']
['STORE', '0x7f1a6c000da4', '0xbab214', 2, 'pq_insert_101']
['STORE', '0x7f1a740018c8', '0xbac3d8', 2, 'pq_insert_104']
['STORE', '0x7f1a74001928', -1, 2, 'pq_insert_104']
['STORE', '0x7f1a740018c8', -1, 2, 'pq_insert_105']
['STORE', '0x7f1a74001800', '0xbab210', 1, 'pq_extract_min_124']
['STORE', '0x7f1a74001808', '0xbac3d8', 1, 'pq_extract_min_125']
['STORE', '0x7f1a6c001040', '0xbab210', 2, 'pq_extract_min_124']
['STORE', '0x7f1a6c001048', '0xbac3d8', 2, 'pq_extract_min_125']
['STORE', '0x7f1a74001748', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a740016e8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000f28', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c0010a8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a740015c8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000e08', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a74001868', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0xbac348', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a74001628', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a74001688', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000d48', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000e68', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000fe8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a740018c8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a74001928', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000da8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a740017a8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000ec8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a6c000f88', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0xbab218', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0xbac3d8', '0xbac3d8', 0, 'pq_size_165']
['STORE', '0x7f1a74001740', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a74001748', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a740016e0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a740016e8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000f20', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000f28', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c0010a0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c0010a8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a740015c0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a740015c8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000e00', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000e08', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a74001860', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a74001868', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0xbac340', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0xbac348', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a74001620', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a74001628', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a74001680', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a74001688', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000d40', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000d48', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000e60', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000e68', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000fe0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000fe8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a740018c0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a740018c8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a74001920', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a74001928', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000da0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000da8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a740017a0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a740017a8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000ec0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000ec8', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0x7f1a6c000f80', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0x7f1a6c000f88', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0xbab210', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0xbab218', '0xbac3d8', 0, 'pq_extract_min_125']
['STORE', '0xbac3d0', '0xbab210', 0, 'pq_extract_min_124']
['STORE', '0xbac3d8', '0xbac3d8', 0, 'pq_extract_min_125']
