[2, 101, '0x196abe0', '-1', 4, '99']
[3, 102, '0x196abe0', '-1', 4, '99_x']
[4, 103, '0', '-1', 4, '99_x']
[5, 101, '0x196abe8', '0x196abe0', 5, '100']
[6, 102, '0x196abe8', '-1', 5, '100_x']
[7, 103, '0', '-1', 5, '100_x']
[8, 103, '0', '-1', 0, '99_x']
[9, 101, '0x196b0b0', '-1', 0, '99']
[10, 101, '0x196b0b8', '0x196abe0', 0, '100']
[11, 101, '0x196b0b0', '-1', 1, '99']
[12, 101, '0x196b0b8', '0x196abe0', 1, '100']
[13, 101, '0x196abe0', '-1', 2, '99']
[13, 101, '0x196abe0', '-1', 2, '99']
[14, 101, '0x196abe8', '0x196abe0', 2, '100']
