2, 18.0, 37.0
4, 17.0, 27.0
6, 17.0, 26.0
8, 17.0, 23.0
10, 16.0, 22.0
12, 17.0, 23.0
14, 18.0, 22.0
16, 17.0, 23.0
18, 17.0, 22.0
20, 18.0, 22.0
22, 18.0, 23.0
24, 17.0, 23.0
26, 18.0, 22.0
28, 17.0, 22.0
30, 18.0, 22.0
32, 17.0, 22.0
34, 17.0, 25.0
36, 17.0, 24.0
38, 17.0, 24.0
40, 17.0, 24.0
42, 17.0, 24.0
44, 17.0, 23.0
46, 17.0, 23.0
48, 17.0, 23.0
50, 17.0, 23.0
52, 17.0, 23.0
54, 17.0, 22.0
56, 17.0, 22.0
58, 18.0, 22.0
60, 17.0, 23.0
62, 17.0, 22.0
64, 18.0, 22.0
